Customer_Name,Address,Bill_ID,Billing_Month,Area,Feeder_Type,Loadshedding_Hours_Per_Day,Units_Billed_kWh,Units_Consumed_kWh,Bill_Amount_PKR,Bill_Payment_Status,Electricity_Theft_Suspected
Adnan Larik,"House #268, Mohalla #27, Isharpura Nawabshah",KE-ISN-202501-0125,2025-01,Isharpura Nawabshah,Rural Feeder,7.7,59.7,114.5,1700,Paid,Yes
Imran Shah,"House #254, Mohalla #27, Society Colony Nawabshah",KE-SCN-202311-0054,2023-11,Society Colony Nawabshah,Urban Residential Feeder,3.0,111.8,111.0,3570,Paid,No
Nida Sheikh,"House #425, Road #30, Society Colony Nawabshah",KE-SCN-202504-0136,2025-04,Society Colony Nawabshah,Urban Residential Feeder,3.7,105.1,170.7,3170,Paid,Yes
Asma Malik,"House #289, Street #23, Farsi Bagh Nawabshah",KE-FBN-202505-0145,2025-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.8,123.5,122.0,3530,Paid,No
Mehwish Malik,"House #106, Gali #47, Society Colony Nawabshah",KE-SCN-202310-0049,2023-10,Society Colony Nawabshah,Urban Residential Feeder,1.9,85.0,86.7,2760,Paid,No
Ahmed Khan,"House #87, Gali #31, Farsi Bagh Nawabshah",KE-FBN-202501-0123,2025-01,Farsi Bagh Nawabshah,Urban Commercial Feeder,0.7,74.6,73.6,2440,Paid,No
Farah Chandio,"House #349, Chowk #32, University Colony Nawabshah",KE-UCN-202308-0038,2023-08,University Colony Nawabshah,Urban Residential Feeder,6.2,73.4,75.9,2370,Paid,No
Nadia Jamali,"House #316, Mohalla #10, Society Colony Nawabshah",KE-SCN-202405-0085,2024-05,Society Colony Nawabshah,Urban Residential Feeder,5.5,120.4,117.6,3840,Unpaid,No
Amna Bijarani,"House #313, Street #8, Isharpura Nawabshah",KE-ISN-202509-0162,2025-09,Isharpura Nawabshah,Rural Feeder,11.0,26.5,25.8,840,Partially Paid,No
Sumaira Mahar,"House #413, Chowk #41, Manwabad Nawabshah",KE-MWN-202503-0135,2025-03,Manwabad Nawabshah,Semi-Urban Feeder,6.0,49.9,51.4,1630,Unpaid,No
Rashid Junejo,"House #284, Block #15, Farsi Bagh Nawabshah",KE-FBN-202407-0091,2024-07,Farsi Bagh Nawabshah,Urban Commercial Feeder,6.2,90.2,91.4,3140,Paid,No
Owais Bijarani,"House #421, Block #23, Isharpura Nawabshah",KE-ISN-202504-0139,2025-04,Isharpura Nawabshah,Rural Feeder,8.9,48.3,73.6,1440,Unpaid,Yes
Ali Panhwar,"House #4, Chowk #2, Isharpura Nawabshah",KE-ISN-202408-0096,2024-08,Isharpura Nawabshah,Rural Feeder,11.8,54.0,53.1,1660,Paid,No
Noman Bhurgri,"House #315, Mohalla #5, University Colony Nawabshah",KE-UCN-202502-0129,2025-02,University Colony Nawabshah,Urban Residential Feeder,2.4,98.2,163.8,2980,Paid,Yes
Arslan Ansari,"House #13, Gali #7, Isharpura Nawabshah",KE-ISN-202301-0002,2023-01,Isharpura Nawabshah,Rural Feeder,8.7,36.1,37.3,1170,Unpaid,No
Aliya Rajput,"House #258, Gali #14, Gareebabad Nawabshah",KE-GBN-202512-0176,2025-12,Gareebabad Nawabshah,Low-Income Residential Feeder,5.9,44.7,45.8,1510,Paid,No
Yasmin Bijarani,"House #76, Gali #23, Manwabad Nawabshah",KE-MWN-202511-0174,2025-11,Manwabad Nawabshah,Semi-Urban Feeder,3.9,54.8,53.8,1640,Unpaid,No
Sara Panhwar,"House #93, Block #43, Isharpura Nawabshah",KE-ISN-202308-0039,2023-08,Isharpura Nawabshah,Rural Feeder,14,27.3,36.7,840,Unpaid,Yes
Aamir Bhurgri,"House #202, Lane #6, Isharpura Nawabshah",KE-ISN-202411-0113,2024-11,Isharpura Nawabshah,Rural Feeder,6.6,60.7,60.4,1710,Partially Paid,No
Asad Jamali,"House #450, Gali #19, Isharpura Nawabshah",KE-ISN-202404-0077,2024-04,Isharpura Nawabshah,Rural Feeder,12.3,63.9,66.7,1810,Partially Paid,No
Talha Bhurgri,"House #437, Mohalla #31, Manwabad Nawabshah",KE-MWN-202504-0136,2025-04,Manwabad Nawabshah,Semi-Urban Feeder,6.7,41.9,42.2,1310,Unpaid,No
Fahad Ansari,"House #332, Road #16, Gareebabad Nawabshah",KE-GBN-202307-0035,2023-07,Gareebabad Nawabshah,Low-Income Residential Feeder,10.7,39.4,41.0,1200,Paid,No
Saba Panhwar,"House #295, Chowk #9, Society Colony Nawabshah",KE-SCN-202303-0011,2023-03,Society Colony Nawabshah,Urban Residential Feeder,3.0,104.3,102.5,3450,Paid,No
Saleem Siddiqui,"House #344, Lane #42, Farsi Bagh Nawabshah",KE-FBN-202412-0118,2024-12,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.5,75.5,75.2,2400,Paid,No
Hamza Sethar,"House #388, Gali #32, Society Colony Nawabshah",KE-SCN-202510-0166,2025-10,Society Colony Nawabshah,Urban Residential Feeder,2.1,155.7,162.8,4430,Partially Paid,No
Nida Bhutto,"House #430, Lane #31, Farsi Bagh Nawabshah",KE-FBN-202410-0110,2024-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.8,76.0,77.7,2540,Paid,No
Sobia Jatoi,"House #342, Mohalla #20, Society Colony Nawabshah",KE-SCN-202310-0050,2023-10,Society Colony Nawabshah,Urban Residential Feeder,2.4,101.3,100.0,3190,Paid,No
Nida Bhurgri,"House #161, Street #49, University Colony Nawabshah",KE-UCN-202304-0020,2023-04,University Colony Nawabshah,Urban Residential Feeder,3.2,151.8,154.4,4660,Paid,No
Hamza Shah,"House #71, Chowk #48, Manwabad Nawabshah",KE-MWN-202412-0120,2024-12,Manwabad Nawabshah,Semi-Urban Feeder,5.6,74.2,73.6,2190,Paid,No
Sohail Chachar,"House #43, Street #23, Gareebabad Nawabshah",KE-GBN-202302-0006,2023-02,Gareebabad Nawabshah,Low-Income Residential Feeder,5.4,32.5,31.7,1030,Partially Paid,No
Rukhsana Qureshi,"House #419, Mohalla #48, Gareebabad Nawabshah",KE-GBN-202312-0058,2023-12,Gareebabad Nawabshah,Low-Income Residential Feeder,6.9,67.7,69.2,2180,Unpaid,No
Asad Jamali,"House #55, Gali #19, University Colony Nawabshah",KE-UCN-202506-0147,2025-06,University Colony Nawabshah,Urban Residential Feeder,5.8,63.1,63.7,2190,Paid,No
Rukhsana Ali,"House #176, Gali #30, Gareebabad Nawabshah",KE-GBN-202312-0060,2023-12,Gareebabad Nawabshah,Low-Income Residential Feeder,5.4,54.4,54.8,1620,Unpaid,No
Zeeshan Marri,"House #425, Block #42, University Colony Nawabshah",KE-UCN-202309-0042,2023-09,University Colony Nawabshah,Urban Residential Feeder,4.0,114.9,120.0,3700,Paid,No
Owais Soomro,"House #61, Gali #15, Farsi Bagh Nawabshah",KE-FBN-202304-0020,2023-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.0,70.8,71.9,2330,Paid,No
Noman Bijarani,"House #314, Mohalla #47, Manwabad Nawabshah",KE-MWN-202505-0143,2025-05,Manwabad Nawabshah,Semi-Urban Feeder,7.7,69.9,69.9,2350,Unpaid,No
Muhammad Sheikh,"House #69, Chowk #50, University Colony Nawabshah",KE-UCN-202510-0167,2025-10,University Colony Nawabshah,Urban Residential Feeder,1.7,84.8,88.9,2580,Paid,No
Naila Khan,"House #175, Lane #20, Manwabad Nawabshah",KE-MWN-202507-0152,2025-07,Manwabad Nawabshah,Semi-Urban Feeder,8.5,35.4,35.5,1210,Paid,No
Imran Chandio,"House #278, Lane #31, Manwabad Nawabshah",KE-MWN-202505-0145,2025-05,Manwabad Nawabshah,Semi-Urban Feeder,7.2,67.2,65.5,2170,Paid,No
Noman Junejo,"House #346, Road #23, Farsi Bagh Nawabshah",KE-FBN-202307-0035,2023-07,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.7,96.3,95.1,3000,Paid,No
Waqas Marri,"House #390, Block #30, University Colony Nawabshah",KE-UCN-202308-0039,2023-08,University Colony Nawabshah,Urban Residential Feeder,4.1,119.9,118.5,3530,Paid,No
Sikandar Qureshi,"House #412, Mohalla #39, Manwabad Nawabshah",KE-MWN-202503-0132,2025-03,Manwabad Nawabshah,Semi-Urban Feeder,4.9,92.3,93.2,2820,Partially Paid,No
Muhammad Siddiqui,"House #288, Chowk #5, Manwabad Nawabshah",KE-MWN-202309-0045,2023-09,Manwabad Nawabshah,Semi-Urban Feeder,7.0,95.0,96.1,2690,Paid,No
Zeeshan Pathan,"House #244, Road #9, Farsi Bagh Nawabshah",KE-FBN-202508-0156,2025-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.5,168.4,164.9,5610,Paid,No
Junaid Bhutto,"House #184, Lane #43, Society Colony Nawabshah",KE-SCN-202402-0066,2024-02,Society Colony Nawabshah,Urban Residential Feeder,2.8,99.4,101.9,3410,Paid,No
Ahmed Rind,"House #170, Mohalla #18, Manwabad Nawabshah",KE-MWN-202302-0009,2023-02,Manwabad Nawabshah,Semi-Urban Feeder,6.1,81.6,84.6,2290,Paid,No
Maryam Bhurgri,"House #365, Road #47, Isharpura Nawabshah",KE-ISN-202405-0085,2024-05,Isharpura Nawabshah,Rural Feeder,11.2,52.8,54.3,1530,Paid,No
Noman Ali,"House #329, Lane #3, Society Colony Nawabshah",KE-SCN-202408-0097,2024-08,Society Colony Nawabshah,Urban Residential Feeder,5.1,99.4,101.4,3070,Paid,No
Shoaib Junejo,"House #106, Chowk #16, Isharpura Nawabshah",KE-ISN-202501-0121,2025-01,Isharpura Nawabshah,Rural Feeder,9.1,43.4,89.3,1400,Unpaid,Yes
Sana Khaskheli,"House #335, Lane #30, Isharpura Nawabshah",KE-ISN-202506-0150,2025-06,Isharpura Nawabshah,Rural Feeder,14,42.0,43.8,1290,Paid,No
Kashif Siddiqui,"House #444, Block #1, Isharpura Nawabshah",KE-ISN-202512-0177,2025-12,Isharpura Nawabshah,Rural Feeder,8.3,39.7,38.6,1150,Unpaid,No
Sara Qureshi,"House #389, Block #15, Society Colony Nawabshah",KE-SCN-202301-0005,2023-01,Society Colony Nawabshah,Urban Residential Feeder,1.7,133.2,139.4,4090,Paid,No
Umer Junejo,"House #361, Street #30, University Colony Nawabshah",KE-UCN-202304-0017,2023-04,University Colony Nawabshah,Urban Residential Feeder,5.8,105.9,221.3,3470,Paid,Yes
Faisal Qureshi,"House #23, Mohalla #38, Farsi Bagh Nawabshah",KE-FBN-202405-0085,2024-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.3,168.5,175.7,5210,Paid,No
Yasir Qureshi,"House #338, Chowk #31, Society Colony Nawabshah",KE-SCN-202411-0112,2024-11,Society Colony Nawabshah,Urban Residential Feeder,1.5,134.3,136.0,4460,Paid,No
Zainab Memon,"House #278, Chowk #10, Farsi Bagh Nawabshah",KE-FBN-202307-0031,2023-07,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.6,187.2,195.0,5990,Paid,No
Shazia Sethar,"House #140, Chowk #24, Society Colony Nawabshah",KE-SCN-202410-0108,2024-10,Society Colony Nawabshah,Urban Residential Feeder,4.2,75.7,77.5,2610,Paid,No
Rizwan Mahar,"House #104, Gali #1, Gareebabad Nawabshah",KE-GBN-202506-0149,2025-06,Gareebabad Nawabshah,Low-Income Residential Feeder,8.1,61.9,61.6,2100,Unpaid,No
Arslan Khan,"House #45, Street #2, University Colony Nawabshah",KE-UCN-202405-0084,2024-05,University Colony Nawabshah,Urban Residential Feeder,4.0,140.3,137.8,4150,Paid,No
Owais Khaskheli,"House #412, Road #14, Gareebabad Nawabshah",KE-GBN-202405-0083,2024-05,Gareebabad Nawabshah,Low-Income Residential Feeder,11.2,75.8,109.5,2140,Paid,Yes
Asad Shah,"House #421, Mohalla #9, Isharpura Nawabshah",KE-ISN-202306-0030,2023-06,Isharpura Nawabshah,Rural Feeder,14,31.9,31.8,1090,Unpaid,No
Arslan Bhutto,"House #69, Chowk #44, Isharpura Nawabshah",KE-ISN-202403-0073,2024-03,Isharpura Nawabshah,Rural Feeder,10.5,53.1,51.7,1660,Paid,No
Noman Jamali,"House #295, Lane #2, Isharpura Nawabshah",KE-ISN-202303-0011,2023-03,Isharpura Nawabshah,Rural Feeder,8.4,61.8,61.0,1770,Unpaid,No
Salman Khan,"House #282, Road #13, Gareebabad Nawabshah",KE-GBN-202307-0033,2023-07,Gareebabad Nawabshah,Low-Income Residential Feeder,9.4,46.0,47.5,1380,Unpaid,No
Junaid Panhwar,"House #126, Lane #39, Society Colony Nawabshah",KE-SCN-202312-0057,2023-12,Society Colony Nawabshah,Urban Residential Feeder,1.9,61.2,60.0,1940,Paid,No
Yasir Mahar,"House #99, Gali #26, University Colony Nawabshah",KE-UCN-202402-0069,2024-02,University Colony Nawabshah,Urban Residential Feeder,2.0,140.8,145.9,4450,Unpaid,No
Asma Chandio,"House #97, Block #21, Manwabad Nawabshah",KE-MWN-202304-0020,2023-04,Manwabad Nawabshah,Semi-Urban Feeder,6.7,78.1,76.4,2220,Partially Paid,No
Ali Baloch,"House #239, Lane #40, Manwabad Nawabshah",KE-MWN-202311-0053,2023-11,Manwabad Nawabshah,Semi-Urban Feeder,3.4,78.9,124.9,2370,Partially Paid,Yes
Sohail Bhutto,"House #402, Road #12, University Colony Nawabshah",KE-UCN-202412-0116,2024-12,University Colony Nawabshah,Urban Residential Feeder,2.2,127.8,125.5,3900,Paid,No
Robina Jatoi,"House #217, Street #37, Society Colony Nawabshah",KE-SCN-202410-0110,2024-10,Society Colony Nawabshah,Urban Residential Feeder,2.9,134.0,138.5,3780,Paid,No
Yasmin Junejo,"House #280, Gali #19, Farsi Bagh Nawabshah",KE-FBN-202502-0127,2025-02,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.2,107.8,110.4,3200,Paid,No
Sohail Bhutto,"House #53, Mohalla #19, Society Colony Nawabshah",KE-SCN-202502-0129,2025-02,Society Colony Nawabshah,Urban Residential Feeder,2.1,109.5,222.1,3500,Paid,Yes
Shahzad Sheikh,"House #30, Gali #19, Gareebabad Nawabshah",KE-GBN-202411-0112,2024-11,Gareebabad Nawabshah,Low-Income Residential Feeder,7.0,62.0,65.0,2080,Paid,No
Kamran Sethar,"House #16, Block #32, Society Colony Nawabshah",KE-SCN-202304-0018,2023-04,Society Colony Nawabshah,Urban Residential Feeder,2.3,69.8,68.4,2000,Paid,No
Zainab Rind,"House #436, Gali #46, University Colony Nawabshah",KE-UCN-202502-0126,2025-02,University Colony Nawabshah,Urban Residential Feeder,3.2,128.1,124.6,4000,Paid,No
Hina Abbasi,"House #187, Lane #26, Isharpura Nawabshah",KE-ISN-202512-0179,2025-12,Isharpura Nawabshah,Rural Feeder,7.1,28.9,30.3,900,Unpaid,No
Noman Sheikh,"House #253, Block #8, Gareebabad Nawabshah",KE-GBN-202506-0147,2025-06,Gareebabad Nawabshah,Low-Income Residential Feeder,11.7,42.9,41.8,1430,Paid,No
Saleem Marri,"House #191, Road #45, Gareebabad Nawabshah",KE-GBN-202410-0107,2024-10,Gareebabad Nawabshah,Low-Income Residential Feeder,8.7,55.3,56.0,1760,Partially Paid,No
Rashid Baloch,"House #107, Lane #15, University Colony Nawabshah",KE-UCN-202409-0101,2024-09,University Colony Nawabshah,Urban Residential Feeder,5.8,113.0,117.8,3720,Paid,No
Hamza Panhwar,"House #306, Chowk #21, Manwabad Nawabshah",KE-MWN-202309-0041,2023-09,Manwabad Nawabshah,Semi-Urban Feeder,7.0,93.3,95.8,2730,Unpaid,No
Kamran Jatoi,"House #163, Road #36, Farsi Bagh Nawabshah",KE-FBN-202411-0114,2024-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.6,132.3,135.3,4550,Paid,No
Umer Baloch,"House #106, Lane #5, University Colony Nawabshah",KE-UCN-202306-0029,2023-06,University Colony Nawabshah,Urban Residential Feeder,3.1,135.3,140.0,3940,Paid,No
Samina Panhwar,"House #95, Block #28, Manwabad Nawabshah",KE-MWN-202504-0137,2025-04,Manwabad Nawabshah,Semi-Urban Feeder,4.4,44.9,47.0,1570,Paid,No
Aliya Pathan,"House #386, Road #8, Isharpura Nawabshah",KE-ISN-202401-0065,2024-01,Isharpura Nawabshah,Rural Feeder,5.8,29.3,28.8,910,Paid,No
Owais Mahar,"House #388, Street #23, University Colony Nawabshah",KE-UCN-202302-0006,2023-02,University Colony Nawabshah,Urban Residential Feeder,4.8,121.1,126.0,3820,Paid,No
Usman Solangi,"House #432, Road #1, Isharpura Nawabshah",KE-ISN-202404-0079,2024-04,Isharpura Nawabshah,Rural Feeder,7.5,56.7,56.9,1880,Unpaid,No
Fatima Ansari,"House #388, Lane #20, Society Colony Nawabshah",KE-SCN-202404-0077,2024-04,Society Colony Nawabshah,Urban Residential Feeder,4.1,122.1,121.8,4200,Paid,No
Iqra Jatoi,"House #302, Chowk #18, Farsi Bagh Nawabshah",KE-FBN-202302-0010,2023-02,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.6,100.4,98.1,3290,Paid,No
Ali Jamali,"House #311, Mohalla #25, University Colony Nawabshah",KE-UCN-202311-0054,2023-11,University Colony Nawabshah,Urban Residential Feeder,3.2,135.1,132.2,4540,Paid,No
Noman Jatoi,"House #180, Chowk #21, University Colony Nawabshah",KE-UCN-202511-0173,2025-11,University Colony Nawabshah,Urban Residential Feeder,4.6,76.0,79.3,2610,Paid,No
Arslan Ansari,"House #41, Mohalla #33, Isharpura Nawabshah",KE-ISN-202401-0064,2024-01,Isharpura Nawabshah,Rural Feeder,8.4,42.6,42.6,1260,Paid,No
Abdul Baloch,"House #126, Road #50, University Colony Nawabshah",KE-UCN-202401-0062,2024-01,University Colony Nawabshah,Urban Residential Feeder,2.8,138.5,140.8,4780,Paid,No
Haris Marri,"House #367, Road #26, Farsi Bagh Nawabshah",KE-FBN-202510-0166,2025-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.3,169.1,177.4,4920,Paid,No
Saba Baloch,"House #144, Street #2, Isharpura Nawabshah",KE-ISN-202501-0122,2025-01,Isharpura Nawabshah,Rural Feeder,5.7,57.4,87.7,2000,Paid,Yes
Ghulam Marri,"House #328, Gali #9, Farsi Bagh Nawabshah",KE-FBN-202509-0163,2025-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.5,93.4,95.8,2640,Paid,No
Maryam Sheikh,"House #207, Gali #16, Isharpura Nawabshah",KE-ISN-202301-0001,2023-01,Isharpura Nawabshah,Rural Feeder,6.3,56.4,55.1,1850,Unpaid,No
Amna Bhurgri,"House #93, Chowk #49, Gareebabad Nawabshah",KE-GBN-202501-0124,2025-01,Gareebabad Nawabshah,Low-Income Residential Feeder,5.4,28.5,46.8,910,Paid,Yes
Sikandar Chachar,"House #174, Block #50, Manwabad Nawabshah",KE-MWN-202303-0011,2023-03,Manwabad Nawabshah,Semi-Urban Feeder,5.0,82.8,86.7,2410,Partially Paid,No
Umer Mahar,"House #120, Lane #10, Gareebabad Nawabshah",KE-GBN-202308-0038,2023-08,Gareebabad Nawabshah,Low-Income Residential Feeder,9.0,59.4,129.0,2040,Partially Paid,Yes
Danish Baloch,"House #421, Block #50, Society Colony Nawabshah",KE-SCN-202511-0175,2025-11,Society Colony Nawabshah,Urban Residential Feeder,2.0,139.8,135.9,3930,Paid,No
Asad Jatoi,"House #404, Gali #14, University Colony Nawabshah",KE-UCN-202407-0095,2024-07,University Colony Nawabshah,Urban Residential Feeder,8.5,100.9,101.2,3090,Paid,No
Hassan Shah,"House #73, Street #3, Isharpura Nawabshah",KE-ISN-202312-0058,2023-12,Isharpura Nawabshah,Rural Feeder,5.7,64.8,63.8,1950,Partially Paid,No
Waqas Shah,"House #277, Road #37, University Colony Nawabshah",KE-UCN-202503-0132,2025-03,University Colony Nawabshah,Urban Residential Feeder,4.8,62.6,62.3,2130,Paid,No
Rukhsana Memon,"House #195, Road #36, University Colony Nawabshah",KE-UCN-202507-0152,2025-07,University Colony Nawabshah,Urban Residential Feeder,6.4,121.3,122.5,3910,Paid,No
Rabia Rind,"House #111, Chowk #45, Farsi Bagh Nawabshah",KE-FBN-202311-0054,2023-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.7,94.8,94.0,3140,Paid,No
Rukhsana Baloch,"House #177, Chowk #25, Farsi Bagh Nawabshah",KE-FBN-202507-0154,2025-07,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.5,179.0,177.9,5190,Paid,No
Shahzad Abbasi,"House #410, Road #30, University Colony Nawabshah",KE-UCN-202512-0176,2025-12,University Colony Nawabshah,Urban Residential Feeder,4.4,115.0,114.9,3400,Paid,No
Asad Panhwar,"House #16, Block #7, Isharpura Nawabshah",KE-ISN-202405-0081,2024-05,Isharpura Nawabshah,Rural Feeder,11.4,53.5,54.5,1530,Unpaid,No
Bushra Memon,"House #258, Street #36, Isharpura Nawabshah",KE-ISN-202508-0159,2025-08,Isharpura Nawabshah,Rural Feeder,11.5,43.3,44.2,1290,Unpaid,No
Waqas Pathan,"House #442, Block #10, Isharpura Nawabshah",KE-ISN-202509-0164,2025-09,Isharpura Nawabshah,Rural Feeder,8.0,63.2,98.5,1930,Unpaid,Yes
Farhan Marri,"House #243, Block #41, Farsi Bagh Nawabshah",KE-FBN-202403-0071,2024-03,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.0,168.5,172.5,5190,Unpaid,No
Zainab Memon,"House #446, Gali #5, Farsi Bagh Nawabshah",KE-FBN-202309-0042,2023-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.8,147.4,149.1,4410,Paid,No
Kiran Pathan,"House #259, Gali #23, Farsi Bagh Nawabshah",KE-FBN-202405-0082,2024-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.5,170.1,177.1,5700,Paid,No
Nadia Ali,"House #342, Block #16, University Colony Nawabshah",KE-UCN-202305-0025,2023-05,University Colony Nawabshah,Urban Residential Feeder,5.0,62.6,64.7,2070,Paid,No
Noman Chandio,"House #237, Lane #16, Manwabad Nawabshah",KE-MWN-202301-0005,2023-01,Manwabad Nawabshah,Semi-Urban Feeder,3.9,99.6,99.0,2970,Partially Paid,No
Iqra Junejo,"House #300, Road #14, Society Colony Nawabshah",KE-SCN-202512-0178,2025-12,Society Colony Nawabshah,Urban Residential Feeder,2.0,69.6,71.1,2030,Paid,No
Shahzad Mahar,"House #410, Gali #47, Farsi Bagh Nawabshah",KE-FBN-202305-0025,2023-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.5,112.4,117.5,3190,Paid,No
Shabana Marri,"House #245, Lane #38, Isharpura Nawabshah",KE-ISN-202508-0157,2025-08,Isharpura Nawabshah,Rural Feeder,14,42.0,42.9,1300,Unpaid,No
Sobia Solangi,"House #371, Gali #6, Farsi Bagh Nawabshah",KE-FBN-202506-0147,2025-06,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.0,107.5,107.3,3350,Paid,No
Shahzad Shah,"House #335, Block #9, University Colony Nawabshah",KE-UCN-202305-0024,2023-05,University Colony Nawabshah,Urban Residential Feeder,6.9,119.7,122.4,3960,Paid,No
Salman Larik,"House #217, Road #34, Manwabad Nawabshah",KE-MWN-202503-0133,2025-03,Manwabad Nawabshah,Semi-Urban Feeder,7.4,44.5,83.1,1400,Partially Paid,Yes
Asad Jamali,"House #33, Chowk #5, Society Colony Nawabshah",KE-SCN-202505-0141,2025-05,Society Colony Nawabshah,Urban Residential Feeder,3.2,123.7,121.6,3880,Paid,No
Fatima Sheikh,"House #375, Gali #8, Gareebabad Nawabshah",KE-GBN-202401-0063,2024-01,Gareebabad Nawabshah,Low-Income Residential Feeder,5.3,41.9,79.4,1220,Paid,Yes
Faisal Malik,"House #3, Mohalla #31, Farsi Bagh Nawabshah",KE-FBN-202410-0106,2024-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.2,65.5,66.6,2240,Paid,No
Zainab Bhurgri,"House #116, Street #22, Gareebabad Nawabshah",KE-GBN-202510-0168,2025-10,Gareebabad Nawabshah,Low-Income Residential Feeder,7.5,40.8,77.8,1410,Partially Paid,Yes
Sara Khan,"House #350, Lane #2, Manwabad Nawabshah",KE-MWN-202501-0121,2025-01,Manwabad Nawabshah,Semi-Urban Feeder,3.4,61.2,62.7,1760,Partially Paid,No
Sikandar Ali,"House #98, Road #10, Farsi Bagh Nawabshah",KE-FBN-202309-0045,2023-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.0,82.4,81.1,2400,Paid,No
Ahmed Sheikh,"House #324, Chowk #23, Manwabad Nawabshah",KE-MWN-202510-0169,2025-10,Manwabad Nawabshah,Semi-Urban Feeder,4.0,73.1,72.3,2520,Partially Paid,No
Sana Shah,"House #128, Street #35, Manwabad Nawabshah",KE-MWN-202402-0066,2024-02,Manwabad Nawabshah,Semi-Urban Feeder,5.3,87.9,92.1,2520,Paid,No
Sikandar Sethar,"House #120, Street #3, Manwabad Nawabshah",KE-MWN-202404-0080,2024-04,Manwabad Nawabshah,Semi-Urban Feeder,7.0,64.1,63.3,1840,Unpaid,No
Abdul Pathan,"House #192, Chowk #36, Manwabad Nawabshah",KE-MWN-202403-0071,2024-03,Manwabad Nawabshah,Semi-Urban Feeder,6.2,81.6,85.6,2470,Unpaid,No
Zainab Abbasi,"House #205, Chowk #41, Isharpura Nawabshah",KE-ISN-202502-0129,2025-02,Isharpura Nawabshah,Rural Feeder,7.4,44.1,79.9,1470,Unpaid,Yes
Ali Larik,"House #58, Road #48, Isharpura Nawabshah",KE-ISN-202411-0112,2024-11,Isharpura Nawabshah,Rural Feeder,6.8,36.7,36.9,1250,Partially Paid,No
Nadia Khaskheli,"House #3, Road #4, Isharpura Nawabshah",KE-ISN-202502-0128,2025-02,Isharpura Nawabshah,Rural Feeder,6.5,65.9,121.5,2000,Partially Paid,Yes
Fatima Rind,"House #418, Block #34, Isharpura Nawabshah",KE-ISN-202408-0098,2024-08,Isharpura Nawabshah,Rural Feeder,13.2,45.0,46.2,1370,Partially Paid,No
Saba Qureshi,"House #62, Block #1, Manwabad Nawabshah",KE-MWN-202307-0031,2023-07,Manwabad Nawabshah,Semi-Urban Feeder,8.3,83.6,85.0,2530,Paid,No
Bushra Memon,"House #381, Lane #38, University Colony Nawabshah",KE-UCN-202311-0055,2023-11,University Colony Nawabshah,Urban Residential Feeder,1.9,97.5,95.4,3080,Paid,No
Rabia Bhurgri,"House #199, Block #31, Society Colony Nawabshah",KE-SCN-202303-0012,2023-03,Society Colony Nawabshah,Urban Residential Feeder,1.6,75.0,75.1,2490,Paid,No
Naila Ansari,"House #110, Street #40, University Colony Nawabshah",KE-UCN-202505-0145,2025-05,University Colony Nawabshah,Urban Residential Feeder,7.0,64.5,63.3,1940,Partially Paid,No
Ahmed Bhutto,"House #251, Lane #14, University Colony Nawabshah",KE-UCN-202503-0133,2025-03,University Colony Nawabshah,Urban Residential Feeder,2.7,104.7,104.5,3400,Partially Paid,No
Sadia Bhutto,"House #396, Gali #44, University Colony Nawabshah",KE-UCN-202406-0088,2024-06,University Colony Nawabshah,Urban Residential Feeder,7.5,77.1,78.5,2170,Paid,No
Mehwish Shah,"House #335, Block #24, Society Colony Nawabshah",KE-SCN-202401-0064,2024-01,Society Colony Nawabshah,Urban Residential Feeder,2.1,105.8,108.4,3320,Paid,No
Nida Qureshi,"House #366, Chowk #38, Manwabad Nawabshah",KE-MWN-202408-0100,2024-08,Manwabad Nawabshah,Semi-Urban Feeder,8.8,101.2,105.4,2870,Paid,No
Sohail Siddiqui,"House #432, Block #49, University Colony Nawabshah",KE-UCN-202406-0089,2024-06,University Colony Nawabshah,Urban Residential Feeder,6.6,128.5,129.4,3830,Paid,No
